datetime,Energy(Kwh),Speed(m/s),Direction
2019-05-28T18:00:00,"207,91","4,96",18
2019-05-28T18:10:00,"280,95","5,30",21
2019-05-28T18:20:00,"380,15","5,22",26
2019-05-28T18:30:00,"327,92","5,55",33
2019-05-28T18:40:00,"322,54","4,94",36
2019-05-28T18:50:00,"302,13","5,87",38
2019-05-28T19:00:00,"330,69","5,57",37
2019-05-28T19:10:00,"323,17","4,98",38
2019-05-28T19:20:00,"234,47","5,01",35
2019-05-28T19:30:00,"214,80","4,91",34
2019-05-28T19:40:00,"249,09","4,33",27
2019-05-28T19:50:00,"320,07","5,01",28
2019-05-28T20:00:00,"362,43","5,19",32
2019-05-28T20:10:00,"425,69","5,38",32
2019-05-28T20:20:00,"481,76","5,85",35
2019-05-28T20:30:00,"435,60","5,74",39
2019-05-28T20:40:00,"282,44","3,95",65
2019-05-28T20:50:00,"247,19","4,51",93
2019-05-28T21:00:00,"190,31","4,41",78
2019-05-28T21:10:00,"143,65","3,63",67
2019-05-28T21:20:00,"126,78","3,49",67
2019-05-28T21:30:00,"151,50","3,29",64
2019-05-28T21:40:00,"159,34","3,51",66
2019-05-28T21:50:00,"132,95","3,41",63
2019-05-28T22:00:00,"154,04","3,94",54
2019-05-28T22:10:00,"173,66","3,47",66
2019-05-28T22:20:00,"145,94","3,70",69
2019-05-28T22:30:00,"89,15","4,33",82
2019-05-28T22:40:00,"89,27","4,02",81
2019-05-28T22:50:00,"175,40","3,93",73
2019-05-28T23:00:00,"190,24","3,20",69
2019-05-28T23:10:00,"236,58","3,32",70
2019-05-28T23:20:00,"186,20","3,02",71
2019-05-28T23:30:00,"211,00","2,70",61
2019-05-28T23:40:00,"245,83","2,70",67
2019-05-28T23:50:00,"350,42","2,99",70
2019-05-29T00:00:00,"356,24","3,81",69
2019-05-29T00:10:00,"336,31","3,79",56
2019-05-29T00:20:00,"342,88","5,05",50
2019-05-29T00:30:00,"395,72","5,39",48
2019-05-29T00:40:00,"447,42","6,05",44
2019-05-29T00:50:00,"495,71","5,16",51
2019-05-29T01:00:00,"469,17","4,14",56
2019-05-29T01:10:00,"472,56","4,14",56
2019-05-29T01:20:00,"534,07","4,18",54
2019-05-29T01:30:00,"569,66","4,52",53
2019-05-29T01:40:00,"669,76","4,25",64
2019-05-29T01:50:00,"774,98","5,31",71
2019-05-29T02:00:00,"651,98","5,64",70
2019-05-29T02:10:00,"561,42","5,69",76
2019-05-29T02:20:00,"533,44","6,01",78
2019-05-29T02:30:00,"586,91","6,43",85
2019-05-29T02:40:00,"602,04","6,71",88
2019-05-29T02:50:00,"343,94","5,93",89
2019-05-29T03:00:00,"259,10","5,74",86
2019-05-29T03:10:00,"249,78","5,58",87
2019-05-29T03:20:00,"235,45","5,20",88
2019-05-29T03:30:00,"238,02","5,41",91
2019-05-29T03:40:00,"271,21","5,22",93
2019-05-29T03:50:00,"363,83","5,90",94
2019-05-29T04:00:00,"440,53","6,42",95
2019-05-29T04:10:00,"504,72","6,52",90
2019-05-29T04:20:00,"627,28","6,79",92
2019-05-29T04:30:00,"675,14","7,38",96
2019-05-29T04:40:00,"595,05","6,55",95
2019-05-29T04:50:00,"620,14","6,49",97
2019-05-29T05:00:00,"643,87","6,73",98
2019-05-29T05:10:00,"769,21","6,87",97
2019-05-29T05:20:00,"779,98","6,66",96
2019-05-29T05:30:00,"701,18","6,45",96
2019-05-29T05:40:00,"769,72","6,93",96
2019-05-29T05:50:00,"894,44","7,46",96
2019-05-29T06:00:00,"960,80","7,83",96
2019-05-29T06:10:00,"933,63","7,44",97
2019-05-29T06:20:00,"920,58","7,56",98
2019-05-29T06:30:00,"839,71","7,62",99
2019-05-29T06:40:00,"753,19","7,31",99
2019-05-29T06:50:00,"632,75","7,26",96
2019-05-29T07:00:00,"514,01","6,93",94
2019-05-29T07:10:00,"444,03","6,72",93
2019-05-29T07:20:00,"394,86","6,72",91
2019-05-29T07:30:00,"405,73","6,77",90
2019-05-29T07:40:00,"430,47","7,37",91
2019-05-29T07:50:00,"420,65","7,40",94
2019-05-29T08:00:00,"386,77","7,56",96
2019-05-29T08:10:00,"331,12","7,26",93
2019-05-29T08:20:00,"351,92","6,96",91
2019-05-29T08:30:00,"319,87","7,29",98
2019-05-29T08:40:00,"259,89","6,81",91
2019-05-29T08:50:00,"139,27","5,59",86
2019-05-29T09:00:00,"95,30","5,58",90
2019-05-29T09:10:00,"62,68","5,79",98
2019-05-29T09:20:00,"112,31","5,54",88
2019-05-29T09:30:00,"131,21","5,84",93
2019-05-29T09:40:00,"117,87","5,63",94
2019-05-29T09:50:00,"93,37","5,44",92
2019-05-29T10:00:00,"132,32","5,75",94
2019-05-29T10:10:00,"157,70","5,62",101
2019-05-29T10:20:00,"114,22","5,87",101
2019-05-29T10:30:00,"100,95","5,50",94
2019-05-29T10:40:00,"55,91","4,10",80
2019-05-29T10:50:00,"88,28","5,22",100
2019-05-29T11:00:00,"128,18","4,66",84
2019-05-29T11:10:00,"119,72","5,02",91
2019-05-29T11:20:00,"62,09","4,71",102
2019-05-29T11:30:00,"60,63","4,23",92
2019-05-29T11:40:00,"10,63","3,67",86
2019-05-29T11:50:00,"28,65","4,47",92
2019-05-29T12:00:00,"59,19","5,05",105
2019-05-29T12:10:00,"18,29","3,88",83
2019-05-29T12:20:00,"38,63","3,68",53
2019-05-29T12:30:00,"96,91","5,11",82
2019-05-29T12:40:00,"112,98","4,94",80
2019-05-29T12:50:00,"113,53","4,63",87
2019-05-29T13:00:00,"126,14","4,45",86
2019-05-29T13:10:00,"128,30","5,03",93
2019-05-29T13:20:00,"144,71","4,77",71
2019-05-29T13:30:00,"123,61","4,15",90
2019-05-29T13:40:00,"173,25","4,91",59
2019-05-29T13:50:00,"171,08","4,46",76
2019-05-29T14:00:00,"157,50","4,07",64
2019-05-29T14:10:00,"217,49","5,22",66
2019-05-29T14:20:00,"201,11","5,67",91
2019-05-29T14:30:00,"194,60","4,69",65
2019-05-29T14:40:00,"216,30","5,46",80
2019-05-29T14:50:00,"224,45","6,19",95
2019-05-29T15:00:00,"278,18","6,07",87
2019-05-29T15:10:00,"256,61","6,45",95
2019-05-29T15:20:00,"235,98","5,52",74
2019-05-29T15:30:00,"261,45","5,27",77
2019-05-29T15:40:00,"253,84","5,93",88
2019-05-29T15:50:00,"171,70","4,81",76
2019-05-29T16:00:00,"180,88","4,89",70
2019-05-29T16:10:00,"218,00","5,08",68
2019-05-29T16:20:00,"153,60","4,30",58
2019-05-29T16:30:00,"154,72","4,32",71
2019-05-29T16:40:00,"128,66","4,96",81
2019-05-29T16:50:00,"165,34","5,45",88
2019-05-29T17:00:00,"138,11","4,89",87
2019-05-29T17:10:00,"167,96","5,70",89
2019-05-29T17:20:00,"197,88","5,60",88
2019-05-29T17:30:00,"242,19","5,43",80
2019-05-29T17:40:00,"295,16","5,29",78
2019-05-29T17:50:00,"302,31","5,35",77
2019-05-29T18:00:00,"310,48","4,42",70
2019-05-29T18:10:00,"323,40","4,49",70
2019-05-29T18:20:00,"343,90","4,62",68
2019-05-29T18:30:00,"234,28","4,80",78
2019-05-29T18:40:00,"210,06","4,66",79
2019-05-29T18:50:00,"168,94","4,47",76
2019-05-29T19:00:00,"123,06","4,37",77
2019-05-29T19:10:00,"109,20","4,25",75
2019-05-29T19:20:00,"158,35","4,11",70
2019-05-29T19:30:00,"177,70","3,99",69
2019-05-29T19:40:00,"165,32","3,48",64
2019-05-29T19:50:00,"193,59","4,15",68
2019-05-29T20:00:00,"170,33","4,57",74
2019-05-29T20:10:00,"172,12","4,42",69
2019-05-29T20:20:00,"205,03","4,90",72
2019-05-29T20:30:00,"238,76","4,77",72
2019-05-29T20:40:00,"251,68","4,60",71
2019-05-29T20:50:00,"293,61","5,20",69
2019-05-29T21:00:00,"336,93","6,10",79
2019-05-29T21:10:00,"427,98","6,12",80
2019-05-29T21:20:00,"557,64","6,33",81
2019-05-29T21:30:00,"620,86","6,64",84
2019-05-29T21:40:00,"571,10","6,42",87
2019-05-29T21:50:00,"455,44","5,75",88
2019-05-29T22:00:00,"405,00","5,90",90
2019-05-29T22:10:00,"506,59","5,77",92
2019-05-29T22:20:00,"641,35","6,46",92
2019-05-29T22:30:00,"746,20","6,91",91
2019-05-29T22:40:00,"748,73","6,93",89
2019-05-29T22:50:00,"777,73","6,94",91
2019-05-29T23:00:00,"860,66","7,06",91
2019-05-29T23:10:00,"926,39","7,00",88
2019-05-29T23:20:00,"919,87","7,05",88
2019-05-29T23:30:00,"861,31","6,95",88
2019-05-29T23:40:00,"779,39","6,58",87
2019-05-29T23:50:00,"763,84","6,73",87
2019-05-30T00:00:00,"658,75","6,19",86
2019-05-30T00:10:00,"575,62","5,62",85
2019-05-30T00:20:00,"598,58","5,46",85
2019-05-30T00:30:00,"729,71","5,63",86
2019-05-30T00:40:00,"669,30","5,18",88
2019-05-30T00:50:00,"667,40","5,31",81
2019-05-30T01:00:00,"594,85","5,47",85
2019-05-30T01:10:00,"626,17","5,49",84
2019-05-30T01:20:00,"659,32","5,39",82
2019-05-30T01:30:00,"672,80","5,59",89
2019-05-30T01:40:00,"640,83","5,58",91
2019-05-30T01:50:00,"631,86","6,02",91
2019-05-30T02:00:00,"608,98","5,87",90
2019-05-30T02:10:00,"605,29","5,79",93
2019-05-30T02:20:00,"583,42","5,73",92
2019-05-30T02:30:00,"623,07","5,58",91
2019-05-30T02:40:00,"566,23","5,59",92
2019-05-30T02:50:00,"600,86","5,53",91
2019-05-30T03:00:00,"545,27","5,53",90
2019-05-30T03:10:00,"499,06","5,13",91
2019-05-30T03:20:00,"487,44","5,30",97
2019-05-30T03:30:00,"451,05","5,54",97
2019-05-30T03:40:00,"416,72","4,95",100
2019-05-30T03:50:00,"351,53","4,99",103
2019-05-30T04:00:00,"256,59","4,52",107
2019-05-30T04:10:00,"263,88","4,74",112
2019-05-30T04:20:00,"294,73","4,77",113
2019-05-30T04:30:00,"360,77","5,18",113
2019-05-30T04:40:00,"370,21","5,21",112
2019-05-30T04:50:00,"408,67","5,68",112
2019-05-30T05:00:00,"479,35","5,98",110
2019-05-30T05:10:00,"522,92","6,59",119
2019-05-30T05:20:00,"508,10","6,74",121
2019-05-30T05:30:00,"521,17","6,80",118
2019-05-30T05:40:00,"458,44","6,43",111
2019-05-30T05:50:00,"312,58","5,48",108
2019-05-30T06:00:00,"160,95","5,04",104
2019-05-30T06:10:00,"153,80","4,61",110
2019-05-30T06:20:00,"146,32","4,32",116
2019-05-30T06:30:00,"124,61","3,79",108
2019-05-30T06:40:00,"82,49","3,83",107
2019-05-30T06:50:00,"62,11","3,77",110
2019-05-30T07:00:00,"20,61","3,72",111
2019-05-30T07:10:00,"15,58","3,42",109
2019-05-30T07:20:00,"41,20","3,68",113
2019-05-30T07:30:00,"9,02","3,49",106
2019-05-30T07:40:00,"0,00","3,14",111
2019-05-30T07:50:00,"0,00","3,00",111
2019-05-30T08:00:00,"0,00","3,41",120
2019-05-30T08:10:00,"7,83","3,60",119
2019-05-30T08:20:00,"12,27","3,73",114
2019-05-30T08:30:00,"37,68","4,15",113
2019-05-30T08:40:00,"6,93","4,09",114
2019-05-30T08:50:00,"0,11","3,68",112
2019-05-30T09:00:00,"0,00","3,32",118
2019-05-30T09:10:00,"0,00","3,15",114
2019-05-30T09:20:00,"0,00","3,12",106
2019-05-30T09:30:00,"0,00","3,12",103
2019-05-30T09:40:00,"0,00","3,44",109
2019-05-30T09:50:00,"0,00","3,52",113
2019-05-30T10:00:00,"0,00","3,44",109
2019-05-30T10:10:00,"0,00","3,28",107
2019-05-30T10:20:00,"0,00","3,28",111
2019-05-30T10:30:00,"0,00","2,94",117
2019-05-30T10:40:00,"0,00","3,14",115
2019-05-30T10:50:00,"0,00","3,50",97
2019-05-30T11:00:00,"0,00","3,39",102
2019-05-30T11:10:00,"0,00","3,37",95
2019-05-30T11:20:00,"0,00","3,07",92
2019-05-30T11:30:00,"0,00","2,62",73
2019-05-30T11:40:00,"0,00","2,67",65
2019-05-30T11:50:00,"0,00","2,29",77
2019-05-30T12:00:00,"0,00","2,51",100
2019-05-30T12:10:00,"0,00","2,21",112
2019-05-30T12:20:00,"0,00","0,87",64
2019-05-30T12:30:00,"0,00","1,46",56
2019-05-30T12:40:00,"0,00","1,97",42
2019-05-30T12:50:00,"0,00","1,87",33
2019-05-30T13:00:00,"0,00","0,99",54
2019-05-30T13:10:00,"0,00","1,16",269
2019-05-30T13:20:00,"0,00","1,76",255
2019-05-30T13:30:00,"0,00","1,02",250
2019-05-30T13:40:00,"0,00","0,48",251
2019-05-30T13:50:00,"0,00","1,49",296
2019-05-30T14:00:00,"0,00","1,08",353
2019-05-30T14:10:00,"0,00","1,54",342
2019-05-30T14:20:00,"0,00","2,25",290
2019-05-30T14:30:00,"0,00","2,10",304
2019-05-30T14:40:00,"0,00","3,24",308
2019-05-30T14:50:00,"0,00","2,29",296
2019-05-30T15:00:00,"0,00","2,96",280
2019-05-30T15:10:00,"0,14","3,04",284
2019-05-30T15:20:00,"2,23","4,68",335
2019-05-30T15:30:00,"54,90","5,51",330
2019-05-30T15:40:00,"165,87","6,03",321
2019-05-30T15:50:00,"214,70","6,71",334
2019-05-30T16:00:00,"182,35","6,34",325
2019-05-30T16:10:00,"194,57","6,74",326
2019-05-30T16:20:00,"257,73","7,28",332
2019-05-30T16:30:00,"227,91","6,59",342
2019-05-30T16:40:00,"240,87","6,88",336
2019-05-30T16:50:00,"222,11","6,51",340
2019-05-30T17:00:00,"192,38","5,71",351
2019-05-30T17:10:00,"124,41","5,50",359
2019-05-30T17:20:00,"55,51","5,41",350
2019-05-30T17:30:00,"23,80","5,09",351
2019-05-30T17:40:00,"70,79","4,30",10
2019-05-30T17:50:00,"111,01","4,43",21
2019-05-30T18:00:00,"5,72","3,95",11
2019-05-30T18:10:00,"33,94","3,41",23
2019-05-30T18:20:00,"83,05","3,86",22
2019-05-30T18:30:00,"89,35","3,67",28
2019-05-30T18:40:00,"11,86","3,24",25
2019-05-30T18:50:00,"4,25","3,28",31
2019-05-30T19:00:00,"0,00","3,31",37
2019-05-30T19:10:00,"1,19","3,67",31
2019-05-30T19:20:00,"3,06","3,70",26
2019-05-30T19:30:00,"55,07","4,45",38
2019-05-30T19:40:00,"8,61","3,74",47
2019-05-30T19:50:00,"0,00","2,76",57
2019-05-30T20:00:00,"0,00","2,96",70
2019-05-30T20:10:00,"0,00","3,16",91
2019-05-30T20:20:00,"0,00","3,58",101
2019-05-30T20:30:00,"8,67","4,00",99
2019-05-30T20:40:00,"19,47","4,24",97
2019-05-30T20:50:00,"90,21","4,64",94
2019-05-30T21:00:00,"170,42","5,58",92
2019-05-30T21:10:00,"155,95","5,75",93
2019-05-30T21:20:00,"198,38","6,08",91
2019-05-30T21:30:00,"200,97","5,84",92
2019-05-30T21:40:00,"304,19","6,61",91
2019-05-30T21:50:00,"583,20","7,36",87
2019-05-30T22:00:00,"688,81","7,40",88
2019-05-30T22:10:00,"682,91","7,58",88
2019-05-30T22:20:00,"650,56","7,24",90
2019-05-30T22:30:00,"645,47","6,93",85
2019-05-30T22:40:00,"657,77","7,04",86
2019-05-30T22:50:00,"592,08","6,62",88
2019-05-30T23:00:00,"627,54","6,21",90
2019-05-30T23:10:00,"587,50","5,29",92
2019-05-30T23:20:00,"427,54","4,80",97
2019-05-30T23:30:00,"281,24","4,88",106
2019-05-30T23:40:00,"217,51","5,08",101
2019-05-30T23:50:00,"263,72","5,80",97
2019-05-31T00:00:00,"352,05","6,72",94
2019-05-31T00:10:00,"539,16","7,32",92
2019-05-31T00:20:00,"711,21","7,12",94
2019-05-31T00:30:00,"685,02","6,98",95
2019-05-31T00:40:00,"641,20","6,87",95
2019-05-31T00:50:00,"620,63","6,65",95
2019-05-31T01:00:00,"517,96","6,26",95
2019-05-31T01:10:00,"452,76","5,82",95
2019-05-31T01:20:00,"399,68","5,58",105
2019-05-31T01:30:00,"364,59","6,88",115
2019-05-31T01:40:00,"611,32","8,33",114
2019-05-31T01:50:00,"768,06","8,20",116
2019-05-31T02:00:00,"1.048,29","8,09",101
2019-05-31T02:10:00,"1.048,66","7,59",98
2019-05-31T02:20:00,"911,75","7,50",102
2019-05-31T02:30:00,"922,17","7,53",102
2019-05-31T02:40:00,"897,25","7,36",103
2019-05-31T02:50:00,"837,38","7,60",106
2019-05-31T03:00:00,"851,00","7,90",108
2019-05-31T03:10:00,"862,39","7,61",109
2019-05-31T03:20:00,"875,28","7,38",109
2019-05-31T03:30:00,"762,29","7,38",111
2019-05-31T03:40:00,"662,71","7,57",112
2019-05-31T03:50:00,"593,07","7,05",112
2019-05-31T04:00:00,"670,09","7,24",114
2019-05-31T04:10:00,"723,46","7,32",116
2019-05-31T04:20:00,"713,76","7,39",118
2019-05-31T04:30:00,"650,02","7,17",121
2019-05-31T04:40:00,"607,05","7,05",121
2019-05-31T04:50:00,"580,53","6,88",124
2019-05-31T05:00:00,"547,13","6,67",125
2019-05-31T05:10:00,"548,41","6,56",124
2019-05-31T05:20:00,"531,88","6,38",122
2019-05-31T05:30:00,"521,31","6,18",122
2019-05-31T05:40:00,"550,41","6,47",127
2019-05-31T05:50:00,"511,80","6,39",127
2019-05-31T06:00:00,"482,42","6,05",124
2019-05-31T06:10:00,"454,26","6,05",124
2019-05-31T06:20:00,"450,53","5,92",126
2019-05-31T06:30:00,"423,79","5,69",126
2019-05-31T06:40:00,"448,77","5,71",128
2019-05-31T06:50:00,"478,53","5,77",129
2019-05-31T07:00:00,"483,85","5,84",129
2019-05-31T07:10:00,"479,53","5,80",129
2019-05-31T07:20:00,"473,43","5,88",133
2019-05-31T07:30:00,"413,10","5,55",127
2019-05-31T07:40:00,"464,92","5,80",129
2019-05-31T07:50:00,"492,05","5,83",130
2019-05-31T08:00:00,"433,67","5,73",127
2019-05-31T08:10:00,"357,03","5,75",127
2019-05-31T08:20:00,"326,61","5,92",131
2019-05-31T08:30:00,"233,07","5,50",132
2019-05-31T08:40:00,"194,60","5,54",131
2019-05-31T08:50:00,"181,10","5,78",134
2019-05-31T09:00:00,"136,35","5,59",134
2019-05-31T09:10:00,"89,80","5,33",134
2019-05-31T09:20:00,"26,81","5,10",131
2019-05-31T09:30:00,"18,14","4,76",140
2019-05-31T09:40:00,"16,71","4,98",140
2019-05-31T09:50:00,"6,39","4,79",135
2019-05-31T10:00:00,"6,31","4,82",134
2019-05-31T10:10:00,"0,42","4,72",128
2019-05-31T10:20:00,"0,01","4,09",133
2019-05-31T10:30:00,"0,00","3,55",137
2019-05-31T10:40:00,"0,00","3,96",140
2019-05-31T10:50:00,"0,00","3,61",134
2019-05-31T11:00:00,"1,77","3,39",119
2019-05-31T11:10:00,"0,00","3,78",109
2019-05-31T11:20:00,"0,03","3,94",124
2019-05-31T11:30:00,"0,00","3,40",169
2019-05-31T11:40:00,"0,10","3,57",231
2019-05-31T11:50:00,"21,85","3,88",229
2019-05-31T12:00:00,"0,29","2,90",206
2019-05-31T12:10:00,"69,97","5,64",225
2019-05-31T12:20:00,"50,11","3,99",245
2019-05-31T12:30:00,"67,04","5,48",216
2019-05-31T12:40:00,"91,26","4,49",245
2019-05-31T12:50:00,"79,02","4,87",239
2019-05-31T13:00:00,"72,52","3,93",254
2019-05-31T13:10:00,"100,05","5,68",240
2019-05-31T13:20:00,"118,08","5,73",226
2019-05-31T13:30:00,"76,65","3,54",240
2019-05-31T13:40:00,"40,97","4,33",215
2019-05-31T13:50:00,"26,24","3,44",254
2019-05-31T14:00:00,"88,95","4,37",245
2019-05-31T14:10:00,"57,04","3,87",264
2019-05-31T14:20:00,"14,89","4,04",248
2019-05-31T14:30:00,"0,56","2,44",223
2019-05-31T14:40:00,"103,86","4,57",298
2019-05-31T14:50:00,"291,88","6,56",295
2019-05-31T15:00:00,"299,18","6,56",308
2019-05-31T15:10:00,"334,89","7,03",297
2019-05-31T15:20:00,"377,40","7,09",296
2019-05-31T15:30:00,"407,47","7,79",294
2019-05-31T15:40:00,"406,70","7,94",302
2019-05-31T15:50:00,"317,79","7,67",296
2019-05-31T16:00:00,"224,77","7,48",295
2019-05-31T16:10:00,"148,15","6,20",299
2019-05-31T16:20:00,"204,87","5,91",308
2019-05-31T16:30:00,"200,22","6,53",294
2019-05-31T16:40:00,"171,56","6,63",300
2019-05-31T16:50:00,"89,69","5,87",297
2019-05-31T17:00:00,"80,61","5,35",306
2019-05-31T17:10:00,"107,61","5,60",303
2019-05-31T17:20:00,"105,18","6,03",298
2019-05-31T17:30:00,"54,05","5,03",301
2019-05-31T17:40:00,"79,96","4,62",313
2019-05-31T17:50:00,"74,18","5,39",294
2019-05-31T18:00:00,"32,86","4,99",311
2019-05-31T18:10:00,"14,22","4,84",313
2019-05-31T18:20:00,"3,53","4,80",318
2019-05-31T18:30:00,"0,00","4,66",310
2019-05-31T18:40:00,"0,00","3,96",317
2019-05-31T18:50:00,"0,00","4,11",314
2019-05-31T19:00:00,"0,01","4,11",300
2019-05-31T19:10:00,"0,00","3,69",299
2019-05-31T19:20:00,"0,00","3,78",295
2019-05-31T19:30:00,"0,00","2,84",290
2019-05-31T19:40:00,"0,00","1,87",290
2019-05-31T19:50:00,"0,00","2,78",296
2019-05-31T20:00:00,"0,00","2,15",307
2019-05-31T20:10:00,"0,00","1,54",307
2019-05-31T20:20:00,"0,00","1,11",307
2019-05-31T20:30:00,"0,00","1,05",320
2019-05-31T20:40:00,"0,00","2,02",344
2019-05-31T20:50:00,"0,00","2,35",349
2019-05-31T21:00:00,"0,00","2,53",355
2019-05-31T21:10:00,"0,00","2,30",356
2019-05-31T21:20:00,"0,00","2,83",16
2019-05-31T21:30:00,"0,00","2,67",31
2019-05-31T21:40:00,"0,00","2,49",50
2019-05-31T21:50:00,"0,00","2,38",52
2019-05-31T22:00:00,"0,00","2,07",53
2019-05-31T22:10:00,"0,00","2,26",53
2019-05-31T22:20:00,"0,00","2,58",55
2019-05-31T22:30:00,"0,00","2,62",56
2019-05-31T22:40:00,"0,00","2,58",56
2019-05-31T22:50:00,"0,00","2,86",56
2019-05-31T23:00:00,"0,00","2,80",56
2019-05-31T23:10:00,"0,00","2,56",56
2019-05-31T23:20:00,"0,00","2,71",56
2019-05-31T23:30:00,"0,00","2,75",56
2019-05-31T23:40:00,"0,00","2,91",56
2019-05-31T23:50:00,"0,00","3,16",84
2019-06-01T00:00:00,"0,00","3,48",93
