datetime,Energy(Kwh),Speed(m/s),Direction
2020-11-26T00:20:00,"1.623,83","10,49",91
2020-11-27T00:20:00,"1.534,31","10,70",90
2020-11-28T00:20:00,"1.640,82","12,28",87
2020-11-29T00:20:00,"1.442,15","10,46",90
2020-11-30T00:20:00,"1.356,90","10,45",94
2020-12-01T00:20:00,"1.425,91","10,37",91
2020-12-02T00:20:00,"1.521,72","10,57",87
2020-12-03T00:20:00,"1.517,90","10,54",92
2020-12-04T00:20:00,"1.488,39","10,98",89
2020-12-05T00:20:00,"1.609,50","11,41",89
2020-12-06T00:20:00,"1.582,80","10,96",89
2020-12-07T00:20:00,"1.677,86","11,29",86
2020-12-08T00:20:00,"1.628,76","10,97",91
2020-12-09T00:20:00,"1.578,04","11,02",94
2020-12-10T00:20:00,"1.616,65","11,43",92
2020-12-11T00:20:00,"1.548,82","10,77",95
2019-05-05T02:50:00,"1.621,20","10,01",93
2019-05-05T03:00:00,"1.555,03","10,18",95
2019-05-05T03:10:00,"1.546,71","10,52",93
2019-05-05T03:20:00,"1.696,10","10,76",92
2019-05-05T03:30:00,"1.813,94","11,27",89
2019-05-05T03:40:00,"2.042,31","11,71",90
2019-05-05T03:50:00,"2.034,87","11,39",92
2019-05-05T04:00:00,"1.841,00","11,11",92
2019-05-05T04:10:00,"1.623,76","10,37",95
2019-05-05T04:20:00,"1.554,55","9,63",92
2019-05-05T04:30:00,"1.633,91","10,17",91
2019-05-05T04:40:00,"1.709,95","11,00",93
2019-05-05T04:50:00,"1.756,99","11,08",94
2019-05-05T05:00:00,"1.767,26","10,98",95
2019-05-05T05:10:00,"1.668,80","10,57",96
2019-05-05T05:20:00,"1.556,40","9,99",96
2019-05-05T05:30:00,"1.512,49","9,52",95
2019-05-05T05:40:00,"1.331,74","8,90",94
2019-05-05T05:50:00,"1.292,49","8,82",96
2019-05-05T06:00:00,"1.446,64","9,13",91
2019-05-05T06:10:00,"1.390,77","8,88",96
2019-05-05T06:20:00,"1.390,76","8,92",97
2019-05-05T06:30:00,"1.366,61","8,92",96
2019-05-05T06:40:00,"1.213,72","8,80",97
2019-05-05T06:50:00,"1.121,44","8,52",98
2019-05-05T07:00:00,"1.067,66","8,63",99
2019-05-05T07:10:00,"1.006,05","8,61",99
2019-05-05T07:20:00,"918,97","8,50",100
2019-05-05T07:30:00,"870,52","8,42",100
2019-05-05T07:40:00,"799,38","8,48",100
2019-05-05T07:50:00,"750,82","8,30",98
2019-05-05T08:00:00,"777,17","8,38",100
2019-05-05T08:10:00,"856,58","8,73",98
2019-05-05T08:20:00,"901,46","8,68",93
2019-05-05T08:30:00,"877,91","8,72",95
2019-05-05T08:40:00,"926,26","8,63",103
2019-05-05T08:50:00,"845,49","8,75",102
2019-05-05T09:00:00,"874,19","9,01",99
2019-05-05T09:10:00,"905,55","8,89",96
2019-05-05T09:20:00,"757,61","8,57",96
2019-05-05T09:30:00,"607,10","7,89",96
2019-05-05T09:40:00,"456,26","7,06",92
2019-05-05T09:50:00,"495,58","7,57",95
2019-05-05T10:00:00,"526,63","8,22",98
2019-05-05T10:10:00,"544,39","7,76",104
2019-05-05T10:20:00,"580,28","8,00",104
2019-05-05T10:30:00,"592,98","8,26",103
2019-05-05T10:40:00,"611,94","8,13",95
2019-05-05T10:50:00,"540,45","8,00",95
2019-05-05T11:00:00,"483,35","7,58",109
2019-05-05T11:10:00,"507,32","7,58",106
2019-05-05T11:20:00,"470,86","7,63",100
2019-05-05T11:30:00,"482,18","7,60",98
2019-05-05T11:40:00,"486,04","7,66",101
2019-05-05T11:50:00,"517,73","7,36",99
2019-05-05T12:00:00,"422,01","7,64",97
2019-05-05T12:10:00,"417,63","7,40",96
2019-05-05T12:20:00,"304,23","6,88",106
2019-05-05T12:30:00,"242,95","6,94",105
2019-05-05T12:40:00,"206,61","6,50",115
2019-05-05T12:50:00,"189,30","6,47",117
2019-05-05T13:00:00,"175,21","6,08",113
2019-05-05T13:10:00,"191,61","6,00",105
2019-05-05T13:20:00,"175,33","6,29",102
2019-05-05T13:30:00,"136,42","5,68",95
2019-05-05T13:40:00,"123,58","6,13",101
2019-05-05T13:50:00,"90,63","5,61",105
2019-05-05T14:00:00,"2,17","4,09",113
2019-05-05T14:10:00,"12,68","4,43",94
2019-05-05T14:20:00,"3,50","4,42",109
2019-05-05T14:30:00,"0,49","4,26",99
2019-05-05T14:40:00,"1,16","4,09",107
2019-05-05T14:50:00,"0,81","3,97",103
2019-05-05T15:00:00,"0,37","3,86",103
2019-05-05T15:10:00,"0,02","4,08",102
2019-05-05T15:20:00,"0,33","4,29",95
2019-05-05T15:30:00,"4,57","4,20",84
2019-05-05T15:40:00,"1,00","3,85",86
2019-05-05T15:50:00,"3,18","4,23",92
2019-05-05T16:00:00,"2,22","3,98",88
2019-05-05T16:10:00,"1,98","4,43",97
2019-05-05T16:20:00,"5,21","4,28",99
2019-05-05T16:30:00,"45,29","4,85",91
2019-05-05T16:40:00,"66,30","4,44",76
2019-05-05T16:50:00,"115,67","3,91",58
2019-05-05T17:00:00,"59,50","4,11",64
2019-05-05T17:10:00,"21,37","3,99",81
2019-05-05T17:20:00,"16,50","3,76",73
2019-05-05T17:30:00,"30,63","3,82",71
2019-05-05T17:40:00,"9,78","3,77",73
2019-05-05T17:50:00,"9,96","4,26",82
2019-05-05T18:00:00,"1,86","4,12",85
2019-05-05T18:10:00,"0,12","4,04",85
2019-05-05T18:20:00,"0,00","4,09",91
2019-05-05T18:30:00,"0,00","4,22",92
2019-05-05T18:40:00,"0,05","4,20",94
2019-05-05T18:50:00,"0,12","4,02",98
2019-05-05T19:00:00,"0,00","4,20",101
2019-05-05T19:10:00,"0,06","4,31",104
2019-05-05T19:20:00,"35,26","4,69",113
2019-05-05T19:30:00,"72,28","4,81",113
2019-05-05T19:40:00,"1,21","4,26",113
2019-05-05T19:50:00,"54,40","4,68",119
2019-05-05T20:00:00,"111,17","4,88",120
2019-05-05T20:10:00,"116,20","5,04",120
2019-05-05T20:20:00,"115,47","4,83",117
2019-05-05T20:30:00,"115,52","4,67",120
2019-05-05T20:40:00,"115,15","4,54",120
2019-05-05T20:50:00,"110,54","4,21",112
2019-05-05T21:00:00,"117,42","4,09",112
2019-05-05T21:10:00,"110,97","3,95",112
2019-05-05T21:20:00,"111,46","4,19",115
2019-05-05T21:30:00,"114,10","4,54",124
2019-05-05T21:40:00,"149,54","4,96",138
2019-05-05T21:50:00,"164,17","4,56",136
2019-05-05T22:00:00,"150,26","4,49",133
2019-05-05T22:10:00,"155,70","4,54",133
2019-05-05T22:20:00,"134,68","4,27",133
2019-05-05T22:30:00,"116,26","4,40",130
2019-05-05T22:40:00,"131,75","4,97",136
2019-05-05T22:50:00,"120,67","4,57",139
2019-05-05T23:00:00,"102,92","4,03",129
2019-05-05T23:10:00,"47,01","3,63",130
2019-05-05T23:20:00,"2,28","3,26",130
2019-05-05T23:30:00,"0,56","3,44",130
2019-05-05T23:40:00,"0,00","3,36",128
2019-05-05T23:50:00,"0,00","3,45",128
2019-05-06T00:00:00,-,-,-
2019-05-06T00:10:00,"2,51","4,10",132
2019-05-06T00:20:00,"19,21","4,51",132
2019-05-06T00:30:00,"5,10","4,63",132
2019-05-06T00:40:00,"3,71","4,15",138
2019-05-06T00:50:00,"0,15","3,78",137
2019-05-06T01:00:00,"0,21","3,22",145
2019-05-06T01:10:00,"0,07","3,19",139
2019-05-06T01:20:00,"0,40","4,02",133
2019-05-06T01:30:00,"40,36","4,37",137
2019-05-06T01:40:00,"115,54","4,45",136
2019-05-06T01:50:00,"144,06","4,57",138
2019-05-06T02:00:00,"213,75","5,11",133
2019-05-06T02:10:00,"217,99","4,91",130
2019-05-06T02:20:00,"182,67","4,96",133
2019-05-06T02:30:00,"200,72","5,10",144
2019-05-06T02:40:00,"164,14","3,84",150
2019-05-06T02:50:00,"77,11","3,71",162
2019-05-06T03:00:00,"0,32","4,15",196
2019-05-06T03:10:00,"80,21","4,94",216
2019-05-06T03:20:00,"345,28","5,95",215
2019-05-06T03:30:00,"377,02","5,82",212
2019-05-06T03:40:00,"300,81","5,44",211
2019-05-06T03:50:00,"88,51","5,19",203
2019-05-06T04:00:00,"112,76","5,59",213
2019-05-06T04:10:00,"50,32","5,40",210
2019-05-06T04:20:00,"9,99","4,23",205
2019-05-06T04:30:00,"99,91","4,47",224
2019-05-06T04:40:00,"127,96","4,50",232
2019-05-06T04:50:00,"82,64","4,37",234
2019-05-06T05:00:00,"14,12","4,39",222
2019-05-06T05:10:00,"15,15","4,00",220
2019-05-06T05:20:00,"104,08","4,58",237
2019-05-06T05:30:00,"245,05","5,77",238
2019-05-06T05:40:00,"253,72","5,74",232
2019-05-06T05:50:00,"229,44","5,44",224
2019-05-06T06:00:00,"178,82","5,79",234
2019-05-06T06:10:00,"124,43","5,97",225
2019-05-06T06:20:00,"106,55","6,12",214
2019-05-06T06:30:00,"157,40","6,56",223
2019-05-06T06:40:00,"130,10","5,82",230
2019-05-06T06:50:00,"64,98","4,97",228
2019-05-06T07:00:00,"132,41","6,27",226
2019-05-06T07:10:00,"120,74","5,94",224
2019-05-06T07:20:00,"93,55","5,05",233
2019-05-06T07:30:00,"122,08","4,92",240
2019-05-06T07:40:00,"79,27","4,78",234
2019-05-06T07:50:00,"8,81","4,40",238
2019-05-06T08:00:00,"20,41","4,73",228
2019-05-06T08:10:00,"9,56","4,81",226
2019-05-06T08:20:00,"18,34","4,94",238
2019-05-06T08:30:00,"0,02","4,28",240
2019-05-06T08:40:00,"5,17","4,48",238
2019-05-06T08:50:00,"54,85","5,52",232
2019-05-06T09:00:00,"109,62","5,66",226
2019-05-06T09:10:00,"123,16","5,98",216
2019-05-06T09:20:00,"147,79","5,27",241
2019-05-06T09:30:00,"138,60","5,56",246
2019-05-06T09:40:00,"125,78","5,54",229
2019-05-06T09:50:00,"31,66","4,47",244
2019-05-06T10:00:00,"107,17","5,78",245
2019-05-06T10:10:00,"76,50","5,46",236
2019-05-06T10:20:00,"51,81","4,85",240
2019-05-06T10:30:00,"49,22","5,28",229
2019-05-06T10:40:00,"82,42","6,04",200
2019-05-06T10:50:00,"147,47","5,92",197
2019-05-06T11:00:00,"175,68","6,23",211
2019-05-06T11:10:00,"236,79","6,53",221
2019-05-06T11:20:00,"290,85","7,04",215
2019-05-06T11:30:00,"218,14","6,09",203
2019-05-06T11:40:00,"147,46","5,37",239
2019-05-06T11:50:00,"180,62","5,66",216
2019-05-06T12:00:00,"194,20","5,55",222
2019-05-06T12:10:00,"250,68","6,55",225
2019-05-06T12:20:00,"214,39","5,96",221
2019-05-06T12:30:00,"129,82","5,10",240
2019-05-06T12:40:00,"47,42","4,65",240
2019-05-06T12:50:00,"92,92","4,67",224
2019-05-06T13:00:00,"96,35","5,12",232
2019-05-06T13:10:00,"220,21","6,30",232
2019-05-06T13:20:00,"142,53","5,70",232
2019-05-06T13:30:00,"197,95","4,63",251
2019-05-06T13:40:00,"145,59","4,52",245
2019-05-06T13:50:00,"124,97","3,80",258
2019-05-06T14:00:00,"57,94","3,55",257
2019-05-06T14:10:00,"126,68","5,53",235
2019-05-06T14:20:00,"74,87","3,44",229
2019-05-06T14:30:00,"55,80","4,84",239
2019-05-06T14:40:00,"111,16","5,19",242
2019-05-06T14:50:00,"271,24","4,93",253
2019-05-06T15:00:00,"279,33","3,31",269
2019-05-06T15:10:00,"271,98","4,46",260
2019-05-06T15:20:00,"237,59","5,78",251
2019-05-06T15:30:00,"48,07","3,94",262
2019-05-06T15:40:00,"25,10","3,98",246
2019-05-06T15:50:00,"63,03","4,03",261
2019-05-06T16:00:00,"74,66","3,61",262
2019-05-06T16:10:00,"3,73","3,10",262
2019-05-06T16:20:00,"74,97","4,05",256
2019-05-06T16:30:00,"7,14","3,68",257
2019-05-06T16:40:00,"1,43","2,87",265
2019-05-06T16:50:00,"11,61","4,10",252
2019-05-06T17:00:00,"24,72","3,33",266
2019-05-06T17:10:00,"1,63","3,57",257
2019-05-06T17:20:00,"86,61","3,35",272
2019-05-06T17:30:00,"18,66","4,10",285
2019-05-06T17:40:00,"1,43","3,98",268
2019-05-06T17:50:00,"3,71","3,66",255
2019-05-06T18:00:00,"0,00","2,16",263
2019-05-06T18:10:00,"0,00","2,62",256
2019-05-06T18:20:00,"0,00","2,10",255
2019-05-06T18:30:00,"0,00","2,88",257
2019-05-06T18:40:00,"0,08","2,89",257
2019-05-06T18:50:00,"30,68","4,55",250
2019-05-06T19:00:00,"92,31","3,41",258
2019-05-06T19:10:00,"51,55","2,39",266
2019-05-06T19:20:00,"30,37","2,67",264
2019-05-06T19:30:00,"3,25","1,95",268
2019-05-06T19:40:00,"12,71","2,03",269
2019-05-06T19:50:00,"57,22","2,05",271
2019-05-06T20:00:00,"42,32","2,20",267
2019-05-06T20:10:00,"73,51","4,27",252
2019-05-06T20:20:00,"110,37","4,76",251
2019-05-06T20:30:00,"79,24","4,49",248
2019-05-06T20:40:00,"81,63","4,71",238
2019-05-06T20:50:00,"72,85","4,83",235
2019-05-06T21:00:00,"7,90","3,40",220
2019-05-06T21:10:00,"87,15","3,91",218
2019-05-06T21:20:00,"1,70","3,55",199
2019-05-06T21:30:00,"22,70","3,13",167
2019-05-06T21:40:00,"26,03","3,29",159
2019-05-06T21:50:00,"0,08","3,11",152
2019-05-06T22:00:00,"0,00","3,26",153
2019-05-06T22:10:00,"0,00","3,15",162
2019-05-06T22:20:00,"0,00","3,07",164
2019-05-06T22:30:00,"0,03","3,05",165
2019-05-06T22:40:00,"22,50","4,55",184
2019-05-06T22:50:00,"113,44","5,19",195
2019-05-06T23:00:00,"170,64","5,98",194
2019-05-06T23:10:00,"230,42","6,28",203
2019-05-06T23:20:00,"323,38","6,25",209
2019-05-06T23:30:00,"413,46","6,58",205
2019-05-06T23:40:00,"334,79","7,25",195
2019-05-06T23:50:00,"318,35","6,51",195
2019-05-07T00:00:00,"223,23","5,96",199
2019-05-07T00:10:00,"267,88","6,96",203
2019-05-07T00:20:00,"436,69","7,24",210
2019-05-07T00:30:00,"453,99","6,62",212
2019-05-07T00:40:00,"359,58","5,86",215
2019-05-07T00:50:00,"510,35","7,21",227
2019-05-07T01:00:00,"578,69","6,96",222
2019-05-07T01:10:00,"461,56","6,86",220
2019-05-07T01:20:00,"548,80","7,61",216
2019-05-07T01:30:00,"656,21","7,10",221
2019-05-07T01:40:00,"706,18","7,39",218
2019-05-07T01:50:00,"764,39","7,58",223
2019-05-07T02:00:00,"686,24","7,51",214
2019-05-07T02:10:00,"528,30","7,19",208
2019-05-07T02:20:00,"543,25","7,20",211
2019-05-07T02:30:00,"370,18","5,94",216
2019-05-07T02:40:00,"378,67","6,88",205
2019-05-07T02:50:00,"314,83","7,13",196
2019-05-07T03:00:00,"284,21","7,70",195
2019-05-07T03:10:00,"335,93","7,86",199
2019-05-07T03:20:00,"319,07","7,27",197
2019-05-07T03:30:00,"303,83","6,69",201
2019-05-07T03:40:00,"531,16","8,33",206
2019-05-07T03:50:00,"708,75","8,39",209
2019-05-07T04:00:00,"841,97","8,90",206
2019-05-07T04:10:00,"776,32","8,79",211
2019-05-07T04:20:00,"792,51","9,06",215
2019-05-07T04:30:00,"839,01","8,84",216
2019-05-07T04:40:00,"1.002,36","8,77",214
2019-05-07T04:50:00,"1.061,86","9,40",221
2019-05-07T05:00:00,"1.011,74","9,68",224
2019-05-07T05:10:00,"1.076,47","9,92",222
2019-05-07T05:20:00,"1.025,64","9,26",215
2019-05-07T05:30:00,"916,11","9,83",210
2019-05-07T05:40:00,"868,20","9,39",212
2019-05-07T05:50:00,"671,72","8,46",212
2019-05-07T06:00:00,"505,81","7,44",213
2019-05-07T06:10:00,"316,04","7,22",204
2019-05-07T06:20:00,"465,63","8,51",204
2019-05-07T06:30:00,"427,45","7,60",210
2019-05-07T06:40:00,"396,55","7,18",209
2019-05-07T06:50:00,"348,73","7,02",202
2019-05-07T07:00:00,"469,97","8,37",194
2019-05-07T07:10:00,"542,81","8,78",197
2019-05-07T07:20:00,"782,24","9,25",199
2019-05-07T07:30:00,"937,75","9,31",203
2019-05-07T07:40:00,"868,62","9,20",202
2019-05-07T07:50:00,"1.022,66","9,65",205
2019-05-07T08:00:00,"1.167,45","9,70",208
2019-05-07T08:10:00,"1.013,71","10,07",199
2019-05-07T08:20:00,"1.202,87","11,07",200
2019-05-07T08:30:00,"905,40","9,45",196
2019-05-07T08:40:00,"1.107,62","9,99",208
2019-05-07T08:50:00,"1.145,96","9,84",207
2019-05-07T09:00:00,"1.098,55","9,28",208
2019-05-07T09:10:00,"1.142,83","8,84",211
2019-05-07T09:20:00,"1.434,76","11,58",212
2019-05-07T09:30:00,"1.022,31","9,88",198
2019-05-07T09:40:00,"1.196,01","10,70",205
2019-05-07T09:50:00,"1.554,48","11,93",208
2019-05-07T10:00:00,"1.433,86","11,04",209
2019-05-07T10:10:00,"1.507,65","11,58",203
2019-05-07T10:20:00,"1.871,41","12,33",207
2019-05-07T10:30:00,"1.596,38","11,48",201
2019-05-07T10:40:00,"1.324,01","10,51",203
2019-05-07T10:50:00,"1.250,91","11,30",196
2019-05-07T11:00:00,"900,52","9,90",188
2019-05-07T11:10:00,"1.157,10","10,94",193
2019-05-07T11:20:00,"1.056,52","8,88",206
2019-05-07T11:30:00,"1.088,86","9,06",211
2019-05-07T11:40:00,"723,98","7,53",196
2019-05-07T11:50:00,"708,44","9,93",190
2019-05-07T12:00:00,"958,23","10,11",199
2019-05-07T12:10:00,"749,17","9,73",193
2019-05-07T12:20:00,"608,28","9,50",198
2019-05-07T12:30:00,"434,35","7,88",184
2019-05-07T12:40:00,"680,57","8,30",181
2019-05-07T12:50:00,"1.138,70","10,22",197
2019-05-07T13:00:00,"1.403,58","11,15",195
2019-05-07T13:10:00,"1.341,20","10,18",205
2019-05-07T13:20:00,"1.380,98","10,38",208
2019-05-07T13:30:00,"1.448,78","11,12",202
2019-05-07T13:40:00,"1.278,48","10,83",201
2019-05-07T13:50:00,"1.148,78","10,80",194
2019-05-07T14:00:00,"1.029,32","9,41",206
2019-05-07T14:10:00,"1.378,86","10,50",205
2019-05-07T14:20:00,"1.508,08","12,04",199
2019-05-07T14:30:00,"1.678,36","12,00",198
2019-05-07T14:40:00,"1.923,03","12,86",203
2019-05-07T14:50:00,"1.758,35","13,00",198
2019-05-07T15:00:00,"1.837,68","13,97",199
2019-05-07T15:10:00,"1.638,67","13,12",198
2019-05-07T15:20:00,"1.576,40","12,98",197
2019-05-07T15:30:00,"1.468,07","13,09",195
2019-05-07T15:40:00,"1.635,49","13,61",194
2019-05-07T15:50:00,"1.816,79","13,40",199
2019-05-07T16:00:00,"1.987,90","14,38",200
2019-05-07T16:10:00,"1.797,30","11,68",204
2019-05-07T16:20:00,"1.602,48","12,36",202
2019-05-07T16:30:00,"1.438,72","12,21",199
2019-05-07T16:40:00,"1.531,60","12,67",200
2019-05-07T16:50:00,"1.677,32","11,10",203
2019-05-07T17:00:00,"1.672,85","11,86",208
2019-05-07T17:10:00,"1.693,26","12,27",203
2019-05-07T17:20:00,"1.938,58","13,45",199
2019-05-07T17:30:00,"1.921,00","14,33",204
2019-05-07T17:40:00,"1.693,79","11,84",205
2019-05-07T17:50:00,"1.941,95","13,77",209
2019-05-07T18:00:00,"1.972,78","13,26",209
2019-05-07T18:10:00,"1.999,49","12,73",212
2019-05-07T18:20:00,"2.193,60","14,05",209
2019-05-07T18:30:00,"2.412,85","15,34",210
2019-05-07T18:40:00,"2.331,13","17,15",210
2019-05-07T18:50:00,"2.290,35","17,00",203
2019-05-07T19:00:00,"2.267,80","17,35",205
2019-05-07T19:10:00,"2.503,80","17,09",209
2019-05-07T19:20:00,"2.246,61","13,92",206
2019-05-07T19:30:00,"2.114,55","15,99",196
2019-05-07T19:40:00,"2.075,74","14,98",202
2019-05-07T19:50:00,"1.872,23","13,92",199
2019-05-07T20:00:00,"1.737,42","14,06",192
2019-05-07T20:10:00,"1.667,83","13,88",192
2019-05-07T20:20:00,"2.025,77","15,66",192
2019-05-07T20:30:00,"2.094,92","15,44",192
2019-05-07T20:40:00,"2.231,57","16,51",191
2019-05-07T20:50:00,"2.215,66","16,11",189
2019-05-07T21:00:00,"2.042,16","16,15",186
2019-05-07T21:10:00,"2.033,01","16,04",189
2019-05-07T21:20:00,"2.104,00","16,32",188
2019-05-07T21:30:00,"2.041,10","15,85",188
2019-05-07T21:40:00,"2.052,48","17,21",188
2019-05-07T21:50:00,"1.977,60","15,21",188
2019-05-07T22:00:00,"2.080,74","16,19",187
2019-05-07T22:10:00,"1.874,16","15,62",190
2019-05-07T22:20:00,"1.999,44","14,96",192
2019-05-07T22:30:00,"2.006,64","15,05",190
2019-05-07T22:40:00,"2.095,10","14,90",193
2019-05-07T22:50:00,"2.101,60","15,63",193
2019-05-07T23:00:00,"2.165,46","15,61",193
2019-05-07T23:10:00,"2.175,49","15,93",194
2019-05-07T23:20:00,"2.281,47","16,58",198
2019-05-07T23:30:00,"2.264,92","16,86",198
2019-05-07T23:40:00,"2.354,35","17,58",199
2019-05-07T23:50:00,"2.392,67","17,44",202
2019-05-08T00:00:00,"2.405,09","17,24",200
2019-05-08T00:10:00,"2.419,35","18,57",202
2019-05-08T00:20:00,"2.418,86","17,75",208
2019-05-08T00:30:00,"2.295,35","17,24",212
2019-05-08T00:40:00,"1.398,14","11,84",234
2019-05-08T00:50:00,"1.594,30","5,37",264
2019-05-08T01:00:00,"1.985,41","11,44",252
2019-05-08T01:10:00,"2.124,01","14,72",253
2019-05-08T01:20:00,"2.134,66","11,46",255
2019-05-08T01:30:00,"2.115,58","8,52",262
2019-05-08T01:40:00,"2.186,91","9,30",260
2019-05-08T01:50:00,"2.357,15","11,05",257
2019-05-08T02:00:00,"2.335,59","9,74",259
2019-05-08T02:10:00,"2.302,70","12,05",253
2019-05-08T02:20:00,"2.190,25","11,54",249
2019-05-08T02:30:00,"2.033,69","11,45",251
2019-05-08T02:40:00,"1.872,85","10,71",245
2019-05-08T02:50:00,"2.004,06","13,66",241
2019-05-08T03:00:00,"2.087,69","13,31",239
2019-05-08T03:10:00,"2.134,09","13,91",235
2019-05-08T03:20:00,"2.100,21","13,53",237
2019-05-08T03:30:00,"2.026,89","12,27",236
2019-05-08T03:40:00,"2.001,37","13,94",232
2019-05-08T03:50:00,"2.107,32","13,35",231
2019-05-08T04:00:00,"2.163,26","14,06",231
2019-05-08T04:10:00,"2.294,97","15,06",231
2019-05-08T04:20:00,"2.241,70","14,26",229
2019-05-08T04:30:00,"2.259,10","13,88",230
2019-05-08T04:40:00,"2.209,39","14,49",229
2019-05-08T04:50:00,"2.115,06","14,45",227
2019-05-08T05:00:00,"2.357,87","15,27",230
2019-05-08T05:10:00,"2.446,36","16,03",229
2019-05-08T05:20:00,"2.351,00","15,82",229
2019-05-08T05:30:00,"2.343,92","15,35",229
2019-05-08T05:40:00,"2.412,12","15,83",231
2019-05-08T05:50:00,"2.442,30","15,88",230
2019-05-08T06:00:00,"2.272,65","14,07",230
2019-05-08T06:10:00,"2.243,40","15,04",226
2019-05-08T06:20:00,"2.218,28","13,65",225
2019-05-08T06:30:00,"2.085,27","13,18",218
2019-05-08T06:40:00,"2.095,66","14,01",221
2019-05-08T06:50:00,"1.963,98","13,21",222
2019-05-08T07:00:00,"1.954,20","12,28",216
2019-05-08T07:10:00,"1.961,86","13,73",212
2019-05-08T07:20:00,"2.106,10","14,20",215
2019-05-08T07:30:00,"2.271,91","14,01",218
2019-05-08T07:40:00,"2.169,71","13,41",219
2019-05-08T07:50:00,"2.203,11","14,60",222
2019-05-08T08:00:00,"2.305,24","14,48",227
2019-05-08T08:10:00,"2.344,89","14,42",236
2019-05-08T08:20:00,"2.467,98","15,11",236
2019-05-08T08:30:00,"2.306,42","14,20",236
2019-05-08T08:40:00,"2.381,90","13,66",235
2019-05-08T08:50:00,"2.173,58","14,32",233
2019-05-08T09:00:00,"2.243,35","11,45",247
2019-05-08T09:10:00,"2.559,98","15,98",237
2019-05-08T09:20:00,"2.586,32","18,11",238
2019-05-08T09:30:00,"2.512,84","15,92",238
2019-05-08T09:40:00,"2.326,63","15,42",233
2019-05-08T09:50:00,"2.512,23","19,18",224
2019-05-08T10:00:00,"2.526,45","17,01",223
2019-05-08T10:10:00,"2.551,13","18,46",227
2019-05-08T10:20:00,"2.480,23","15,77",223
2019-05-08T10:30:00,"2.201,39","16,71",227
2019-05-08T10:40:00,"2.141,37","16,88",226
2019-05-08T10:50:00,"2.266,46","17,07",233
2019-05-08T11:00:00,"2.263,92","23,19",232
2019-05-08T11:10:00,"2.347,74","20,97",235
2019-05-08T11:20:00,"2.403,20","16,96",238
2019-05-08T11:30:00,"2.479,15","18,45",239
2019-05-08T11:40:00,"2.459,90","20,64",236
2019-05-08T11:50:00,"2.509,16","21,44",236
2019-05-08T12:00:00,"2.349,63","19,65",238
2019-05-08T12:10:00,"2.210,76","21,61",229
2019-05-08T12:20:00,"2.217,77","19,43",234
2019-05-08T12:30:00,"2.268,68","18,50",230
2019-05-08T12:40:00,"2.450,38","19,79",234
2019-05-08T12:50:00,"2.487,62","18,91",234
2019-05-08T13:00:00,"2.556,30","18,33",234
2019-05-08T13:10:00,"2.461,06","21,96",227
2019-05-08T13:20:00,"2.429,53","22,62",227
2019-05-08T13:30:00,"2.427,17","19,85",231
2019-05-08T13:40:00,"2.477,06","19,07",241
2019-05-08T13:50:00,"2.571,73","19,42",234
2019-05-08T14:00:00,"2.463,10","20,95",235
2019-05-08T14:10:00,"2.421,65","19,56",240
2019-05-08T14:20:00,"2.196,01","20,87",243
2019-05-08T14:30:00,"2.128,08","22,04",242
2019-05-08T14:40:00,"2.093,62","21,18",244
2019-05-08T14:50:00,"2.129,60","19,68",244
2019-05-08T15:00:00,"2.069,38","23,12",240
2019-05-08T15:10:00,"2.334,46","20,23",243
2019-05-08T15:20:00,"2.377,28","19,59",241
2019-05-08T15:30:00,"2.347,60","17,72",245
2019-05-08T15:40:00,"2.347,11","17,51",243
2019-05-08T15:50:00,"2.284,83","19,25",233
